dbms	?column?	schemaname	tablename	column	?column?	type	?column?	?column?	?column?	?column?	?column?
postgresql	""	public	ref_calculated_aq	read_min_readings_gas	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	read_max_readings_gas	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	read_months_diff_gas	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	read_days_diff_gas	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	read_consumption_gas	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	cv	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	waalp	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	rmq	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	industry_aq	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	igloo_aq	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_aq	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	account_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	elec_gsp	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	elec_ssc	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	meterpoint_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	supplyend_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	meter_removed_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	register_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	no_of_digits	""	integer	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_min_created_date_elec	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_max_created_date_elec	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_min_readings_elec	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_max_readings_elec	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_months_diff_elec	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_days_diff_elec	""	bigint	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	read_consumption_elec	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	ppc	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	industry_eac	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	igloo_eac	""	double precision	""	""	""	""	""
postgresql	""	public	ref_calculated_eac	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	sub_building_name_number	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	building_name_number	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	dependent_thoroughfare	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	thoroughfare	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	double_dependent_locality	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	dependent_locality	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	post_town	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	county	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	postcode	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	uprn	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	sub_building_name_number	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	building_name_number	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	dependent_thoroughfare	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	thoroughfare	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	double_dependent_locality	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	dependent_locality	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	post_town	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	county	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	postcode	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	uprn	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	etlchangetype	""	character varying(1)	""	""	""	""	""
postgresql	""	public	ref_cdb_addresses_audit	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	adequacy_adjustment_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	adjusted_by_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	adjustment_action	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	payments_number	""	integer	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	payments_amount	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	payments_created	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	payments_refund	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	dd_from	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	dd_to	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	next_payment_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	email_header	""	character varying(500)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	next_run_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	adequacy_adjustment_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	adjusted_by_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	adjustment_action	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	payments_number	""	integer	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	payments_amount	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	payments_created	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	payments_refund	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	dd_from	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	dd_to	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	next_payment_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	email_header	""	character varying(500)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	next_run_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	etlchangetype	""	character varying(1)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustmentactions_audit	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	adequacy_task_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	eacaq_reliability_data_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	dd_coverage_data_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	current_balance	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	adequacy_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	debt_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	contact_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	active_management_task_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	adequacy_task_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	eacaq_reliability_data_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	dd_coverage_data_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	current_balance	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	adequacy_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	debt_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	contact_needed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	active_management_task_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	etlchangetype	""	character varying(1)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_adjustments_audit	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	supply_contract_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	status	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	opened_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	opened_user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	supply_contract_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	status	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	opened_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	opened_user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	etlchangetype	""	character varying(1)	""	""	""	""	""
postgresql	""	public	ref_cdb_adequacy_tasks_audit	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	attribute_name	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	attribute_description	""	character varying(500)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	attribute_fixed	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	display_name	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	entity_type	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	effective_from	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	effective_to	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_types	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	attribute_type_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	attribute_value	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	display_name	""	character varying(500)	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attribute_values	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	entity_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	entity_type	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	attribute_type_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	attribute_value_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	attribute_custom_value	""	character varying(65535)	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	effective_from	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	effective_to	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_attributes	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	map_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	csv_field	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	db_field	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_mappings	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	map_name	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	campaign_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	support_email	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	sftp_username	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	file_prefix	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	report_enabled	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	encrypted	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	report_type	""	integer	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	active	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_maps	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	partner_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	broker_urn	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	registration_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	status	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	reported	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	invoiced	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_broker_signups	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	reference	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	source_url	""	character varying(1000)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	channel	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	secondary_channel	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	campaign_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	postcode	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	region	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	fuel_type	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	property_size	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_current_supplier	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_current_tariff	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_spend	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_usage	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_product_selected	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_projected	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_monthly	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_unit	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_standing	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	electricity_tcr	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_current_supplier	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_current_tariff	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_spend	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_usage	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_product_selected	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_projected	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_monthly	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_unit	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_standing	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	gas_tcr	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	projected_savings	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	projected_cost	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	monthly_amount	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	response_time	""	double precision	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	session_expired	""	boolean	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	ip_addr	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	consumption_basis	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	heard_from	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	num_adults	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	num_bedrooms	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	heating_type	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	psr	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	created_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes	updated_at	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	user_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	reference	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	source_url	""	character varying(1000)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	channel	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	secondary_channel	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	campaign_id	""	bigint	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	postcode	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_cdb_quotes_audit	region	""	bigint	""	""	""	""	""
